node	ismarine
Takifugu_niphobles	True
n804	False
Acanthemblemaria_aspera	True
n812812	True
n813813	True
n818	True
n820	True
Dactyloscopus_lacteus	True
n824824	True
n836836	True
Ekemblemaria_myersi	True
Hemiemblemaria_simulus	True
Blennioclinus_stella	True
n857	True
Heterostichus_rostratus	True
Pavoclinus_profundus	True
n860860	True
Clinus_acuminatus	True
n861861	True
n862	True
n870	False
n886	False
n892892	True
Tigrigobius_janssi	True
Elacatinus_limbaughi	True
Tigrigobius_nesiotes	True
n895895	True
Signigobius_biocellatus	True
n918	True
n918918	True
n936	True
Meiacanthus_oualanensis	True
n958958	False
Stiphodon_sapphirinus	False
Awaous_guamensis	False
Gnatholepis_cauerensis	False
Cotylopus_acutipinnis	False
Cotylopus_rubripinnis	False
Sicydium_punctatum	False
Stiphodon_rutilaureus	False
n971	True
Amblyeleotris_randalli	True
n974974	True
n975	True
n17	False
Pseudorasbora_pumila	False
Tanichthys_albonubes	False
Tanichthys_micagemmae	False
Plagiognathops_microlepis	False
Xenocypris_macrolepis	False
n5858	False
Algansea_monticola	False
n9292	False
Nocomis_effusus	False
Agosia_chrysogaster	False
Codoma_ornata	False
n9696	False
Cyprinella_garmani	False
n98	False
n9999	False
n101101	False
Dionda_nigrotaeniata	False
n104104	False
Cyprinella_monacha	False
n116	False
n116116	False
n161	False
Tor_sinensis	False
Barbus_barbus	False
n163	False
Barbonymus_gonionotus	False
Sawbwa_resplendens	False
n167	False
Crossocheilus_reticulatus	False
Henicorhynchus_lineatus	False
Henicorhynchus_ornatipinnis	False
n174	False
n175	False
Henicorhynchus_lobatus	False
Henicorhynchus_siamensis	False
n185	False
Labiobarbus_lineatus	False
n207	False
Pethia_manipurensis	False
Garra_ceylonensis	False
Garra_mullya	False
n224224	False
Garra_spilota	False
Hongshuia_paoli	False
Sinocrossocheilus_megalophthalmus	False
n231	False
Pseudocrossocheilus_nigrovittatus	False
Pseudocrossocheilus_papillolabrus	False
Semilabeo_obscurus	False
n242	False
n251251	False
n254254	False
n256	False
Labeo_calbasu	False
Labeo_chrysophekadion	False
n285285	False
Labeo_senegalensis	False
n325	True
n534	True
n554	True
n571	True
n579	True
Halobatrachus_didactylus	False
n583	True
Plectorhinchus_mediterraneus	True
n588	True
Odontanthias_chrysostictus	True
n596	False
Kyphosus_vaigiensis	False
n600	True
n601	True
n602602	True
Ostracion_rhinorhynchos	True
n606606	False
n607	False
Tetraodon_palembangensis	False
Tetraodon_suvattii	False
Tetraodon_duboisi	False
Tetraodon_mbu	False
n612612	True
n625625	True
Parapercis_clathrata	True
n627	True
Parahollardia_lineata	True
n629629	True
n632	True
n654654	True
n663	True
Hippocampus_guttulatus	False
n668	True
Syngnathus_typhle	False
n673	True
n674	True
n675	True
Triodon_macropterus	True
Canthigaster_compressa	False
Canthigaster_solandri	True
n702	False
n742	False
Rhamphochromis_esox	False
Rhamphochromis_longiceps	False
n745	False
Coptodon_bemini	False
n746746	False
n752	False
n759	False
n759759	False
Kryptolebias_caudomarginatus	False
Kryptolebias_marmoratus	False
Aphyosemion_australe	False
n774	False
Aphyosemion_hofmanni	False
Aplocheilus_lineatus	False
Epiplatys_lamottei	False
Epiplatys_singa	False
n784	False
Llanolebias_stellifer	False
n785	False
Terranatos_dolichopterus	False
n804804	False
Takifugu_xanthopterus	False
Stathmonotus_culebrai	True
Stathmonotus_lugubris	True
n814	True
Acanthemblemaria_hancocki	True
Acanthemblemaria_crockeri	True
Acanthemblemaria_macrospilus	True
n820820	True
Emblemariopsis_randalli	True
n825	True
n836	True
n837	True
n850	True
Cristiceps_australis	True
Heteroclinus_adelaidae	True
Cancelloxus_longior	True
Muraenoclinus_dorsalis	True
Clinus_arborescens	True
Clinus_musaicus	True
Clinus_cottoides	True
n862862	True
n870870	False
n885885	True
n886886	True
Mahidolia_mystacina	False
Elacatinus_puncticulatus	True
Tigrigobius_saucrus	True
n896	True
Gunnellichthys_monostigma	True
Alticus_saliens	True
Istiblennius_edentulus	True
n919	True
Praealticus_margaritatus	True
n936936	True
n946946	True
Akihito_futuna	False
n959	False
n971971	True
Amblyeleotris_gymnocephala	False
Ctenogobiops_aurocingulus	True
Ctenogobiops_mitodes	True
n975975	True
n976	True
n1717	False
Belligobio_nummifer	False
n59	False
Hybopsis_winchelli	False
Nocomis_asper	False
n93	False
Campostoma_ornatum	False
Cyprinella_lutrensis	False
Cyprinella_proserpina	False
n9898	False
n100	False
Tampichthys_ipni	False
n102	False
Dionda_diaboli	False
n105	False
n106	False
Chrosomus_erythrogaster	False
Tribolodon_nakamurai	False
Lepidomeda_albivallis	False
n117	False
n161161	False
Acrossocheilus_paradoxus	False
n163163	False
n164	False
n167167	False
n168168	False
n174174	False
Placocheilus_cryptonemus	False
n175175	False
n182	False
n185185	False
Labiobarbus_siamensis	False
n207207	False
Pethia_ticto	False
n225	False
Garra_makiensis	False
Pseudocrossocheilus_bamaensis	False
Semilabeo_notabilis	False
n242242	False
Parabotia_lijiangensis	False
n252	False
Cobitis_striata	False
n255	False
Pangio_oblonga	False
Homaloptera_parclitella	False
n256256	False
Labeo_horie	False
Labeo_weeksii	False
n325325	True
n500500	True
n534534	True
Siganus_vulpinus	True
n554554	True
Lutjanus_sebae	False
n571571	True
n576	True
n579579	True
n581	True
n583583	True
n585	True
n588588	True
n590	False
n596596	False
n597597	False
n600600	True
Sparisoma_rubripinne	True
Lampris_guttatus	True
Sparisoma_cretense	True
n603	True
Ostracion_solorensis	True
Auriglobus_nefastus	False
Chonerhinos_naritus	False
Tetraodon_lineatus	False
Tetraodon_pustulatus	False
n613	True
n622622	True
n626	True
Gnathodentex_aureolineatus	True
Uranoscopus_albesca	True
Uranoscopus_scaber	False
Triacanthodes_ethiops	True
Tydemania_navigatoris	True
n632632	True
n653653	True
n655	False
n661661	True
n663663	True
Hippocampus_zosterae	True
n668668	True
Canthigaster_janthinoptera	True
n673673	True
Sufflamen_fraenatum	True
Balistes_polylepis	True
Balistoides_viridescens	True
Mola_mola	False
Ranzania_laevis	True
n702702	False
n740	False
Diplotaxodon_macrops	False
Pallidochromis_tokolosh	False
n745745	False
Coptodon_rendalli	False
n747	False
Stomatepia_pindu	False
Oreochromis_niloticus	False
Steatocranus_casuarius	False
Anableps_anableps	False
Lucania_goodei	False
n760	False
Lates_calcarifer	False
Aphyosemion_bivittatum	False
n774774	False
Anablepsoides_iridescens	False
Anablepsoides_ophiomimus	False
n785785	False
n786	False
Takifugu_porphyreus	False
Torquigener_pleurogramma	False
n814814	True
n816	True
n821	True
Emblemariopsis_signifer	True
n825825	True
Malacoctenus_triangulatus	True
Malacoctenus_gigas	True
Malacoctenus_zonogaster	True
n837837	True
n842	True
n850850	True
n851	True
n863	True
Clinus_venustris	True
n871	False
n880	True
Amblygobius_nocturnus	True
Barbulifer_ceuthoecus	True
n887	True
Cryptocentrus_lutheri	True
n896896	True
n898898	True
n919919	True
Praealticus_tanegasimae	True
n937	True
Cremnochorites_capensis	True
Enneanectes_altivelis	True
Plagiotremus_rhinorhynchos	True
Akihito_vanuatu	False
Stiphodon_rubromaculatus	False
n972	True
Amblyeleotris_yanoi	True
Ctenogobiops_formosa	True
Ctenogobiops_tongaensis	True
Tomiyamichthys_lanceolatus	True
Vanderhorstia_ornatissima	True
n18	False
Hemibarbus_maculatus	False
n5959	False
Macrhybopsis_aestivalis	False
Nocomis_biguttatus	False
Nocomis_raneyi	False
Cyprinella_rutila	False
Cyprinella_xanthicara	False
n100100	False
Tampichthys_erimyzonops	False
Dionda_argentosa	False
Dionda_episcopa	False
n105105	False
Hybognathus_placitus	False
n106106	False
n108	False
Lepidomeda_vittata	False
Margariscus_margarita	False
n162	False
Onychostoma_ovale	False
Chuanchia_labiosa	False
Gymnocypris_eckloni	False
Gymnocypris_waddellii	False
Schizothorax_waltoni	False
Bangana_lemassoni	False
n168	False
n169	False
Paracrossochilus_vittatus	False
Bangana_tonkinensis	False
Mekongina_erythrospila	False
n176	False
n180180	False
Sinocyclocheilus_furcodorsalis	False
Sinocyclocheilus_jiuxuensis	False
n186	False
n187	False
n208	False
Pethia_padamya	False
n225225	False
n226226	False
n243	False
Parabotia_banarescui	False
Cobitis_biwae	False
n252252	False
Chromobotia_macracanthus	False
n255255	False
Syncrossus_beauforti	False
Yasuhikotakia_morleti	False
n326	True
Acantholabrus_palloni	True
n501	True
Champsodon_snyderi	True
n535	True
n549	True
n555	True
n568568	True
n572	True
n575	True
Neomerinthe_hemingwayi	True
n576576	True
n580	True
Embiotoca_jacksoni	True
Eleutheronema_rhadinum	True
n581581	True
n584	True
Stereolepis_gigas	True
Polyprion_americanus	False
Polyprion_oxygeneios	True
n589	True
Epinephelus_tauvina	True
Epinephelus_aeneus	False
n590590	True
Eucinostomus_gula	False
n597	False
Kuhlia_malo	False
Kuhlia_salelea	False
Bodianus_scrofa	True
Scarus_psittacus	True
Ostracion_cubicus	True
Ostracion_whitleyi	True
n613613	False
n620	True
n623	False
n623623	False
Aulostomus_chinensis	True
Erythrocles_monodi	True
n633	True
Hippocampus_bargibanti	True
n654	True
Canthigaster_figueiredoi	True
n655655	False
n658	False
n662	False
Torquigener_flavimaculosus	True
n664	True
n666	True
Canthigaster_jactator	True
Canthigaster_punctatissima	True
Balistes_capriscus	True
Melichthys_indicus	True
n703	False
Otopharynx_brooksi	False
n740740	False
Lethrinops_parvidens	False
Coptodon_bakossiorum	False
Coptodon_snyderae	False
n747747	False
Konia_eisentrauti	False
n760760	False
n767767	False
n775	False
Nothobranchius_orthonotus	False
Austrofundulus_limnaeus	False
Austrofundulus_transilis	False
n786786	False
Pterolebias_longipinnis	False
n815	True
n815815	True
n816816	True
n817817	True
n821821	True
n823	True
n826	True
Dialommus_macrocephalus	True
n838	True
n841841	True
n842842	True
n848848	True
Malacoctenus_hubbsi	True
Paraclinus_integripinnis	True
Malacoctenus_zacae	True
Malacoctenus_zonifer	True
Clinus_spatulatus	True
Clinus_superciliosus	True
n871871	False
n873	False
n880880	False
Microdesmus_longipinnis	True
n887887	True
n889889	True
n897	True
Nes_longus	True
n899	True
n905905	True
n920	True
Praealticus_labrovittatus	True
n937937	True
n945	True
n972972	True
Amblyeleotris_guttata	True
n1818	False
Hemibarbus_labeo	False
n60	False
Notropis_boucardi	False
Tampichthys_catostomops	False
Tampichthys_mandibularis	False
Cyprinella_bocagrande	False
Dionda_serena	False
n107	False
Hybognathus_nuchalis	False
Notropis_imeldae	False
Notropis_moralesi	False
Acrossocheilus_monticola	False
Onychostoma_barbatulum	False
Cirrhinus_molitorella	False
Crossocheilus_nigriloba	False
n169169	False
n172	False
n176176	False
Sinocyclocheilus_rhinocerous	False
n181	False
Sinocyclocheilus_yimenensis	False
n186186	False
Cyclocheilichthys_janthochir	False
n187187	False
n204	False
n208208	False
Pethia_tiantian	False
Garra_congoensis	False
n226	False
Garra_rufa	False
Phreatichthys_andruzzii	False
n243243	False
Parabotia_bimaculata	False
n253	False
n253253	False
Sinibotia_robusta	False
Sinibotia_superciliaris	False
n326326	True
Pseudotriacanthus_strigilifer	True
n501501	True
n529529	True
n535535	False
n540540	True
n549549	True
n553	True
n555555	True
n563563	True
Centrolophus_niger	True
n569	True
n572572	True
Dendrochirus_biocellatus	True
Kali_macrura	True
n575575	True
Scorpaena_elongata	True
n577	False
n580580	True
Lopholatilus_chamaeleonticeps	True
Labrus_bergylta	True
Labrus_mixtus	True
n584584	True
Glaucosoma_hebraicum	True
Cephalopholis_sonnerati	True
n589589	True
n591	True
Epinephelus_guttatus	True
Kuhlia_rupestris	False
Kuhlia_sauvagii	False
n614	False
n619	False
n620620	True
n622	True
Chrysophrys_auratus	False
Chrysophrys_major	True
n624	False
n625	False
n633633	True
n652652	True
Canthigaster_callisterna	True
Canthigaster_rostrata	True
n656	True
n657657	False
n658658	False
n661	False
Torquigener_altipinnis	False
Torquigener_hypselogeneion	False
n664664	True
n665665	True
n666666	True
Hippocampus_reidi	True
n703703	False
n738738	False
n741	False
Dimidiochromis_compressiceps	False
n748	False
Sarotherodon_linnellii	False
n761	False
Xiphophorus_hellerii	False
n768	False
Pelates_quadrilineatus	False
Aphyosemion_louessense	False
Aphyosemion_ogoense	False
n787	False
n790	False
Acanthemblemaria_castroi	True
Acanthemblemaria_chaplini	True
Coralliozetus_angelicus	True
Coralliozetus_boehlkei	True
Acanthemblemaria_greenfieldi	True
n817	True
Coralliozetus_cardonae	True
Coralliozetus_springeri	True
n822	True
Belone_belone	False
n823823	True
Chaenopsis_schmitti	True
n826826	True
Paraclinus_sini	True
n838838	False
Iso_natalensis	True
Risor_ruber	True
Tigrigobius_gemmatus	True
n843	True
n846	True
n849	True
n849849	True
Acentrogobius_pflaumii	False
n872	False
n873873	False
Aruma_histrio	True
n881	False
Microdesmus_carri	False
n888	True
n889	True
n890	True
Stonogobiops_xanthorhinica	True
Amblygobius_phalaena	True
n897897	True
n899899	True
n904	True
n906	True
n909	True
n920920	True
n928928	True
n938	True
n944944	True
Enneanectes_boehlkei	True
n945945	True
n973	True
Amblyeleotris_wheeleri	True
Acheilognathus_typus	False
n19	False
n6060	False
Pteronotropis_hypselopterus	False
Cyprinella_formosa	False
n107107	False
n170	False
n171	False
Ptychidio_jordani	False
Rectoris_posehensis	False
n177	False
Sinocyclocheilus_macrophthalmus	False
n181181	False
Sinocyclocheilus_qiubeiensis	False
Barbichthys_laevis	False
Epalzeorhynchos_bicolor	False
n188	False
n203203	False
n204204	False
Osteochilus_vittatus	False
n209	False
Barbus_fasciolatus	False
Garra_ornata	False
Garra_waterloti	False
n244	False
Leptobotia_pellegrini	False
Cobitis_shikokuensis	False
Cobitis_takatsuensis	False
Misgurnus_anguillicaudatus	False
Misgurnus_nikolskyi	False
n327	True
n476476	True
n502	False
n521521	True
n530	True
n532532	True
n536	False
Pseudaphritis_urvillii	False
n541	True
Syacium_micrurum	True
n550	True
n550550	True
Samaris_cristatus	True
Samariscus_latus	True
n556	True
n562562	True
n564	True
n567567	True
n569569	True
n570570	True
n573	True
Pterois_antennata	True
Pterocaesio_digramma	True
Synagrops_bellus	True
Scorpaena_notata	False
Scorpaena_scrofa	False
Capros_aper	True
Hippoglossoides_platessoides	True
Epigonus_telescopus	True
Phycis_blennoides	False
Niphon_spinosus	True
Trigla_lyra	False
n591591	True
Epinephelus_marginatus	True
n614614	False
Sparus_aurata	False
Diplodus_annularis	False
n619619	False
n621	True
Prionurus_maculatus	True
Prionurus_biafraensis	True
Prionurus_laticlavius	True
n624624	False
Ictalurus_punctatus	False
Dentex_dentex	False
Pagrus_caeruleostictus	False
n634	True
Canthigaster_coronata	True
n653	True
Pelagocephalus_marki	True
n656656	True
Sphoeroides_pachygaster	True
Sphoeroides_dorsalis	True
Sphoeroides_parvus	False
n659	False
n660660	False
Sphoeroides_lobatus	False
Sphoeroides_spengleri	False
n665	True
Hippocampus_hippocampus	False
Stigmatopora_nigra	False
Vanacampus_margaritifer	True
Hippocampus_ingens	True
Kathetostoma_giganteum	True
n704	False
n738	False
n739	False
Otopharynx_heterodon	False
n741741	False
Nimbochromis_fuscotaeniatus	False
n748748	False
Stomatepia_mariae	False
n761761	False
n766766	False
n768768	True
n769769	False
n787787	False
n788788	False
Ophthalmolebias_bokermanni	False
Ophthalmolebias_constanciae	False
Gillellus_uranidea	True
Platygillellus_rubrocinctus	True
n822822	True
Xenomedea_rhodopyga	True
Chaenopsis_alepidota	True
Chaenopsis_limbaughi	True
n827	True
n835	True
n839	False
n840840	False
n843843	True
Ostorhinchus_fasciatus	True
n846846	True
Emblemaria_nivipes	True
Entomacrodus_chiostictus	True
Entomacrodus_nigricans	True
Entomacrodus_niuafoouensis	True
Entomacrodus_striatus	True
n872872	False
Oplopomus_oplopomus	True
n874	False
Caffrogobius_saldanha	False
n881881	False
n883883	False
Arenigobius_bifrenatus	False
n888888	True
Cryptocentrus_albidorsus	True
Cryptocentrus_nigrocellatus	True
n890890	True
Elacatinus_figaro	True
Valenciennea_longipinnis	True
n898	True
n900	True
Nemateleotris_magnifica	True
n904904	True
Trimmatom_eviotops	True
n906906	True
n908908	True
n909909	True
Elacatinus_horsti	True
n921	True
n921921	True
n929	True
n933	True
n938938	True
n939	True
Axoclinus_nigricaudus	True
Enneanectes_carminalis	True
Enneapterygius_abeli	True
n946	True
Amblyeleotris_fasciata	True
Amblyeleotris_steinitzi	True
Tanakia_himantegus	False
Tanakia_limbata	False
n61	False
Orthodon_microlepidotus	False
Phenacobius_catostomus	False
Platygobio_gracilis	False
Discocheilus_wui	False
n170170	False
n171171	False
Discogobio_tetrabarbatus	False
n177177	False
n180	False
Sinocyclocheilus_grahami	False
Sinocyclocheilus_purpureus	False
n188188	False
Labeo_stolizkae	False
Labiobarbus_ocellatus	False
Thynnichthys_thynnoides	False
n205	False
Osteochilus_microcephalus	False
n209209	False
n219219	False
n244244	False
Homaloptera_leonardi	False
n327327	True
n476	True
n477	True
n480	True
n502502	False
n520520	True
n522	True
n524	True
Istiompax_indica	True
n530530	True
n533	True
Tetrapturus_belone	True
n536536	False
Bathylagus_euryops	True
n541541	True
n544544	True
Citharoides_macrolepis	True
Citharus_linguatula	True
n551	True
Pseudorhombus_oligodon	True
n556556	True
n557557	True
n563	True
Gaidropsarus_mediterraneus	False
n564564	True
Merluccius_productus	True
n568	True
Phycis_phycis	False
n570	True
Schedophilus_medusophagus	True
Schedophilus_ovalis	True
Schedophilus_velaini	True
Brotula_barbata	True
n573573	True
n592	True
Mycteroperca_fusca	True
n615	False
n618	False
Pagellus_acarne	True
Pagellus_bogaraveo	False
n621621	True
Dentex_macrophthalmus	True
Dentex_canariensis	True
Dentex_gibbosus	False
n634634	True
Monacanthus_ciliatus	True
Canthigaster_rivulata	True
Canthigaster_smithae	True
n657	True
Priacanthus_hamrur	True
Oxymonacanthus_longirostris	True
n659659	False
Sphoeroides_maculatus	False
Sphoeroides_nephelus	False
Hippocampus_erectus	True
Hippocampus_patagonicus	True
n704704	False
n733	False
Cynotilapia_afra	False
Maylandia_zebra	False
n739739	False
Placidochromis_milomo	False
Copadichromis_borleyi	False
Protomelas_similis	False
n749	False
Myaka_myaka	False
n762	False
Poecilia_caucana	False
Poecilia_parae	False
n767	False
Exyrias_belissimus	True
n769	True
n770	False
Lucifuga_subterranea	False
n788	False
Austrolebias_alexandri	False
n789	False
Hypsolebias_magnificus	False
Acanthemblemaria_betinensis	True
Starksia_galapagensis	True
Acanthemblemaria_exilispinus	True
n827827	True
n835835	True
Malacoctenus_tetranemus	True
n839839	False
n840	False
n841	False
Menidia_menidia	False
n844	True
Emblemaria_piratica	True
n847	True
n847847	True
Gobiosoma_bosc	False
Jenynsia_onca	False
n874874	False
Ophiogobius_jenynsi	False
n882	False
Gobius_niger	False
n884	False
n885	False
Cryptocentrus_leptocephalus	True
Psammogobius_biocellatus	False
n891	True
n891891	True
Valenciennea_puellaris	True
Valenciennea_strigata	True
n900900	True
n903	True
Priolepis_cincta	False
n905	True
n907	True
Elacatinus_genie	True
Elacatinus_illecebrosus	True
Elacatinus_randalli	True
n910	True
n910910	True
Blenniella_chrysospilos	True
Blenniella_cyanostigma	True
n922	True
n928	False
n929929	True
Microlipophrys_caboverdensis	True
Microlipophrys_bauchotae	True
Microlipophrys_canevae	True
Axoclinus_lucillae	True
Axoclinus_storeyae	True
n939939	True
n944	True
Enneapterygius_gruschkai	True
Enneapterygius_tutuilae	True
n6161	False
Mylopharodon_conocephalus	False
Discogobio_yunnanensis	False
Discolabeo_wuluoheensis	False
Discogobio_brachyphysallidos	False
Discogobio_macrophysallidos	False
n178	False
n178178	False
Sinocyclocheilus_jii	False
Sinocyclocheilus_tingi	False
n189	False
Rasbora_trilineata	False
Osteochilus_lini	False
n205205	False
n210	False
Pethia_phutunio	False
Pethia_conchonius	False
n220	False
n245	False
Tuberoschistura_baenzigeri	False
n328	True
n472472	True
Lagocephalus_lunaris	False
Triacanthus_nieuhofii	True
n477477	True
n478478	True
n480480	True
n499499	True
n503	False
Lactarius_lactarius	False
n521	True
Sphyraena_viridensis	True
n522522	True
Ceratias_holboelli	True
n524524	True
Seriola_fasciata	True
n531	True
Kajikia_albida	True
n533533	True
Tetrapturus_georgii	True
n537	False
n540	False
n542	True
n543543	True
Lepidoblepharon_ophthalmolepis	True
n545	True
n551551	True
n552552	True
Brosme_brosme	True
n557	True
n558	True
Pollachius_pollachius	True
Ciliata_septentrionalis	True
Enchelyopus_cimbrius	True
n565	True
n565565	True
Mora_moro	True
Pseudophycis_bachus	True
Psenopsis_anomala	True
Seriolella_brama	True
n574	True
n574574	True
Epinephelus_costae	True
Mycteroperca_rubra	True
n615615	True
n617617	False
n618618	False
Spicara_smaris	False
Dentex_angolensis	True
Dentex_maroccanus	True
n635	True
n651651	True
Heteropriacanthus_cruentatus	True
Priacanthus_arenatus	True
n660	False
Sphoeroides_testudineus	False
n705	False
n731731	False
n733733	False
n737737	False
Aulonocara_stuartgranti	False
Sciaenochromis_fryeri	False
n749749	False
Sarotherodon_steinbachi	False
n762762	False
n763763	False
Poecilia_reticulata	False
Poecilia_wingei	False
Istigobius_decoratus	True
Istigobius_rigilius	True
Lucifuga_dentata	False
Lucifuga_simile	False
Austrolebias_adloffi	False
Austrolebias_bellottii	False
n789789	False
Hypsolebias_flavicaudatus	False
Cirriemblemaria_lucasana	True
n828	True
Labrisomus_nuchipinnis	True
Malacoctenus_ebisui	True
Atherina_boyeri	False
Atherina_breviceps	False
Atherina_hepsetus	False
Atherina_presbyter	False
Bedotia_geayi	False
Melanotaenia_lacustris	False
n844844	True
Emblemaria_hypacanthus	True
Ecsenius_midas	True
Ecsenius_opsifrontalis	True
n848	True
Labrisomus_haitiensis	True
n875	False
Gobiosoma_chiquita	False
n882882	False
Benthophilus_magistri	False
n884884	True
Bathygobius_soporator	False
Kraemeria_bryani	True
Kraemeria_cunicularia	False
Callogobius_bifasciatus	True
Callogobius_sclateri	True
Lythrypnus_dalli	True
Lythrypnus_zebra	True
Asterropteryx_ensifera	False
n901	True
n903903	True
Ptereleotris_zebra	True
Priolepis_eugenius	True
Priolepis_hipoliti	True
Elacatinus_atronasus	True
n907907	True
Elacatinus_chancei	True
Elacatinus_louisae	True
Elacatinus_lori	True
Elacatinus_xanthiprora	True
n922922	True
Scartella_emarginata	True
Parablennius_gattorugine	True
Salaria_fluviatilis	False
n930	True
Microlipophrys_velifer	True
Forsterygion_lapillum	True
n940	True
Helcogramma_ellioti	True
Helcogramma_fuscopinna	True
n62	False
n89	False
Sinocyclocheilus_anophthalmus	False
Sinocyclocheilus_xunlensis	False
n179	False
n179179	False
n189189	False
Brevibora_dorsiocellata	False
Osteochilus_salsburyi	False
Osteochilus_waandersii	False
n210210	False
n218218	False
Spinibarbus_hollandi	False
Spinibarbus_sinensis	False
n245245	False
Ellopostoma_mystax	False
n328328	True
Aeoliscus_strigatus	True
n473	True
Arothron_hispidus	False
n478	True
Lactophrys_trigonus	True
Callionymus_lyra	True
n479	True
n481	True
Fistularia_petimba	True
n500	True
Pomacanthus_maculosus	True
n503503	False
Mene_maculata	True
Selene_dorsalis	False
Sphyraena_guachancho	True
Amblycirrhitus_bimacula	True
n523	True
n525	True
n529	True
n531531	True
Kajikia_audax	True
Tetrapturus_angustirostris	True
Tetrapturus_pfluegeri	True
n537537	False
n539539	False
Percopsis_omiscomaycus	False
Percopsis_transmontana	False
n542542	True
Bothus_podas	True
Brachypleura_novaezeelandiae	True
n544	True
n545545	True
n548	True
Eopsetta_jordani	True
n552	True
Hippoglossus_hippoglossus	True
Hippoglossus_stenolepis	True
Molva_dypterygia	False
Molva_molva	True
n558558	True
Merlangius_merlangus	False
Merluccius_australis	True
Merluccius_hubbsi	True
n566	True
Merluccius_merluccius	False
Cataetyx_laticeps	True
Lamprogrammus_shcherbachevi	True
Echiodon_cryomargarites	True
Neobythites_sivicola	True
n616	False
Sarpa_salpa	True
Diplodus_vulgaris	True
Spondyliosoma_cantharus	False
Boops_boops	False
Spicara_maena	True
n635635	True
Xanthichthys_lineopunctatus	True
n652	True
Pervagor_janthinosoma	True
Sphoeroides_annulatus	False
Sphoeroides_lispus	True
n705705	False
n729	False
n732	False
Xenotilapia_flavipinnis	False
n734	False
n734734	False
Labeotropheus_fuelleborni	False
Labeotropheus_trewavasae	False
n750	False
Sarotherodon_galilaeus	False
n763	False
Poecilia_latipunctata	False
n764	False
Poecilia_vivipara	False
Hypsolebias_flammeus	False
Nematolebias_whitei	False
n828828	True
n833833	True
n845	True
n845845	True
Ecsenius_nalolo	True
Ecsenius_pardus	True
n875875	False
n879879	False
Babka_gymnotrachelus	False
n883	False
Bathygobius_cocosensis	True
Bathygobius_curacao	True
Bryaninops_yongei	True
n901901	True
Ptereleotris_microlepis	True
Ptereleotris_monoptera	True
n908	True
Elacatinus_prochilos	True
n923	True
Scartella_cristata	True
n930930	True
n931	True
n940940	True
n943943	True
n6262	False
n7474	False
Hemitremia_flammea	False
Pseudaspius_leptocephalus	False
Sinocyclocheilus_macrolepis	False
Sinocyclocheilus_microphthalmus	False
Sinocyclocheilus_maculatus	False
Sinocyclocheilus_yangzongensis	False
n190	False
n200200	False
n211	False
n218	False
n219	False
Pethia_shalynius	False
n246	False
n251	False
n329	False
n361	True
n473473	True
Arothron_mappa	True
Acanthostracion_polygonius	True
Acanthostracion_quadricornis	True
n479479	True
Lagocephalus_wheeleri	True
n481481	True
n497497	True
Antigonia_capros	True
Holacanthus_ciliaris	True
n504	True
Caranx_crysos	False
n523523	True
Paracirrhites_forsteri	True
n525525	True
Seriola_dumerili	True
Seriola_carpenteri	True
Seriola_rivoliana	True
n532	True
Makaira_nigricans	True
n538	False
Aphredoderus_sayanus	False
Forbesichthys_agassizii	False
Forbesichthys_papilliferus	False
n543	True
Chascanopsetta_lugubris	True
Poecilopsetta_beanii	True
Poecilopsetta_plinthus	True
n546	True
n546546	True
Microchirus_azevia	True
n548548	True
Glyptocephalus_cynoglossus	True
Microstomus_kitt	True
n559	False
Pollachius_virens	True
Merluccius_capensis	True
n566566	True
n616616	False
Diplodus_puntazzo	False
n636	True
Xanthichthys_ringens	True
Monacanthus_chinensis	False
Paraluteres_prionurus	True
n706	False
n728728	False
n729729	False
Bathybates_fasciatus	False
n732732	False
Xenotilapia_boulengeri	False
Astatotilapia_burtoni	False
Melanochromis_auratus	False
n735	False
n735735	False
n750750	False
Sarotherodon_caroli	False
Cnesterodon_decemmaculatus	False
Cnesterodon_hypselurus	False
Limia_heterandria	False
n764764	False
n829	True
Labrisomus_xanti	True
n834	True
n834834	True
Cynoglossus_browni	True
Cynoglossus_senegalensis	False
Emblemaria_diphyodontis	True
Emblemaria_pandionis	True
n876	False
Microgobius_microlepis	False
Favonigobius_melanobranchus	True
Favonigobius_reichei	False
Mesogobius_batrachocephalus	False
Proterorhinus_semilunaris	False
Eviota_afelei	True
n902	True
Elacatinus_evelynae	True
Elacatinus_oceanops	True
n923923	True
n927927	True
Coryphoblennius_galerita	False
Lipophrys_pholis	True
Lipophrys_trigloides	False
n931931	True
n941	True
n943	True
Ruanoho_whero	True
Tripterygion_delaisi	True
n63	False
Moapa_coriacea	False
n75	False
n8888	False
n190190	False
Rasbora_elegans	False
n201	False
n203	False
n211211	False
Barbus_leonensis	False
Pethia_erythromycter	False
Pethia_gelius	False
Pethia_nigrofasciata	False
Pethia_stoliczkana	False
n246246	False
n250	False
Schistura_balteata	False
Schistura_savona	False
n329329	False
n360360	False
n361361	True
n472	True
n474	True
n474474	True
Lagocephalus_guentheri	True
Lagocephalus_laevigatus	False
n482	True
n497	True
Naso_brevirostris	True
n498	True
n504504	True
n520	True
Cirrhitus_pinnulatus	True
Paracirrhites_hemistictus	True
n526	True
n527	True
Istiophorus_platypterus	True
Xiphias_gladius	True
n538538	False
