node	ismarine
Chologaster_cornuta	False
Arnoglossus_imperialis	True
Arnoglossus_laterna	True
Lepidorhombus_boscii	True
Lepidorhombus_whiffiagonis	True
n547	True
Microchirus_variegatus	True
Paraplagusia_japonica	True
Symphurus_orientalis	True
n559559	False
Gadus_ogac	False
n567	True
Merluccius_senegalensis	True
Acanthopagrus_berda	False
n617	False
n636636	True
Xanthichthys_mento	True
n706706	False
n718	False
Xenotilapia_caudafasciata	False
Xenotilapia_nigrolabiata	False
n730	False
n730730	False
Grammatotria_lemairii	False
Xenotilapia_sima	False
Aulonocara_baenschi	False
Labidochromis_caeruleus	False
n736	False
n737	False
n751	False
Stomatepia_mongo	False
n765	False
Pamphorichthys_hasemani	False
n829829	True
Paraclinus_mexicanus	True
Starksia_grammilaga	True
Starksia_posthon	True
Starksia_ocellata	True
Starksia_spinipenis	True
n876876	False
Favonigobius_exquisitus	False
Gobiodon_histrio	True
n902902	True
n924	True
n925	False
Parablennius_marmoreus	True
Parablennius_pilicornis	True
Microlipophrys_dalmatinus	True
n932	True
n941941	True
Hypsoblennius_hentz	True
Hypsoblennius_caulopus	True
Hypsoblennius_gentilis	False
n6363	False
n6565	False
n7575	False
Ptychocheilus_lucius	False
Hesperoleucus_symmetricus	False
Lavinia_exilicauda	False
n191	False
n199199	False
n201201	False
Rasbora_tubbi	False
Trigonostigma_hengeli	False
Trigonostigma_heteromorpha	False
n212	False
n214214	False
n247	False
Lefua_costata	False
n250250	False
Traccatichthys_pulcher	False
n330	False
n356	False
Protogobius_attiti	False
Rhyacichthys_guilberti	False
n362	True
n471471	True
Opsanus_pardus	True
Synanceia_verrucosa	True
Antennarius_striatus	True
Arothron_diadematus	True
n475	True
Arothron_meleagris	True
n482482	True
Pampus_argenteus	True
Acanthurus_triostegus	True
Paracanthurus_hepatus	True
n498498	True
Naso_lituratus	True
n505	True
n511511	False
Gnathanodon_speciosus	True
Parastromateus_niger	False
Echiichthys_vipera	True
n526526	True
Selar_crumenophthalmus	True
n527527	True
n539	False
Typhlichthys_subterraneus	False
Mancopsetta_maculata	True
n547547	False
n560	True
Gadus_morhua	False
Merluccius_paradoxus	True
Merluccius_polli	True
Acanthopagrus_butcheri	False
Oblada_melanura	False
n637	True
Xanthichthys_auromarginatus	True
n707	False
Neolamprologus_ventralis	False
n718718	False
Plecodus_elaviae	False
Baileychromis_centropomoides	False
Boulengerochromis_microlepis	False
n731	False
Limnochromis_staneri	False
n736736	False
Haplochromis_fischeri	False
Haplochromis_nyererei	False
Haplochromis_pyrrhocephalus	False
n751751	False
Sarotherodon_lohbergeri	False
n765765	False
Pamphorichthys_hollandi	False
Labrisomus_nigricinctus	True
n830	True
Afurcagobius_tamarensis	False
n877	False
Gobiodon_quinquestrigatus	True
Paragobiodon_modestus	True
n924924	True
Parablennius_rouxi	True
n925925	False
Parablennius_tentacularis	False
n932932	True
Salaria_pavo	False
n942	True
Hypsoblennius_jenkinsi	True
Abramis_brama	False
n64	False
n6666	False
Rutilus_rutilus	False
n76	False
n86	False
n191191	False
n197	False
n200	False
Rasbosoma_spilocerca	False
n202	False
Rasbora_dusonensis	False
n212212	False
Haludaria_fasciata	False
n215	False
Oreichthys_cosuatis	False
n247247	False
n248248	False
Lefua_echigonia	False
Oreonectes_platycephalus	False
n330330	False
Tahuantinsuyoa_macantzatza	False
n356356	False
n359	False
n362362	True
n421421	True
Nerophis_lumbriciformis	True
Syngnathus_acus	False
Arothron_immaculatus	False
n475475	True
n483	True
n494	True
Naso_elegans	True
n499	True
n505505	True
Chloroscombrus_chrysurus	False
n512	False
n518518	True
Trachinus_draco	True
Trachinus_radiatus	True
Trachurus_mediterraneus	False
n528	True
Amblyopsis_spelaea	False
Speoplatyrhinus_poulsoni	False
Platichthys_flesus	False
Pleuronectes_platessa	False
n560560	True
Melanogrammus_aeglefinus	True
n637637	True
n650	True
n707707	False
n717	False
n719	False
n724	False
Gnathochromis_permaxillaris	False
Hemibates_stenosoma	False
Haplochromis_degeni	False
Haplochromis_riponianus	False
Konia_dikume	False
Pungu_maclareni	False
n766	False
Pamphorichthys_scalpridens	False
n830830	True
Malacoctenus_boehlkei	True
n877877	False
Pomatoschistus_pictus	True
Hypleurochilus_aequipinnis	True
Hypleurochilus_fissicornis	True
n926	False
Parablennius_zvonimiri	False
Parablennius_parvicornis	True
Parablennius_sanguinolentus	True
n942942	True
Scartella_caboverdiana	True
n6464	False
Squalius_torgalensis	False
n67	False
Squalius_cephalus	False
n7676	False
Relictus_solitarius	False
n8686	False
Ptychocheilus_oregonensis	False
n192	False
Rasbora_bankanensis	False
n197197	False
Rasbora_meinkeni	False
Rasbora_aurotaenia	False
Rasbora_borapetensis	False
Rasbora_argyrotaenia	False
n202202	False
Barbus_callipterus	False
n213	False
n215215	False
n216216	False
n248	False
Formosania_fascicauda	False
Pseudogastromyzon_cheni	False
n249	False
n331	False
Callionymus_schaapii	True
n357	False
Ophiocara_porocephala	False
n359359	False
n360	False
n363	True
Aurigequula_fasciata	False
n422	True
Trachinotus_ovatus	False
Arothron_manilensis	False
Arothron_nigropunctatus	True
n483483	True
n493493	True
n494494	True
n496	True
Naso_unicornis	True
Naso_vlamingii	True
n506	True
Rachycentron_canadum	True
n512512	False
Sphyraena_barracuda	False
n519	True
Coryphaena_hippurus	True
Trachurus_murphyi	True
n528528	True
n561	True
n561561	True
n638	True
n649649	True
n650650	True
n651	True
n708	False
Neolamprologus_obscurus	False
Neolamprologus_buescheri	False
n717717	False
n719719	False
n723	False
n724724	False
Greenwoodochromis_bellcrossi	False
Pamphorichthys_araguaiensis	False
Pamphorichthys_minor	False
n831	True
n831831	True
n878	False
n878878	False
n926926	False
Parablennius_yatabei	True
Hypsoblennius_brevipinnis	True
Hypsoblennius_gilberti	True
n65	False
Squalius_aradensis	False
n6767	False
n7373	False
n7777	False
Gila_seminuda	False
n87	False
n8787	False
n192192	False
Rasbora_einthovenii	False
n198	False
Rasbora_vulgaris	False
Rasbora_jacobsoni	False
Rasbora_sumatrana	False
n213213	False
Puntius_sophore	False
n216	False
Systomus_orphoides	False
Dawkinsia_assimilis	False
n217	False
Beaufortia_szechuanensis	False
Vanmanenia_pingchowensis	False
Pseudogastromyzon_fangi	False
n249249	False
n331331	False
n351351	False
n357357	False
Carinotetraodon_salivator	False
Pentanemus_quinquarius	False
Polydactylus_sextarius	False
Toxotes_chatareus	False
Toxotes_jaculatrix	False
n363363	True
n421	True
n422422	True
n470470	True
n484	True
n493	True
Acanthurus_lineatus	True
Acanthurus_mata	True
Acanthurus_bahianus	True
n495	True
Acanthurus_monroviae	True
n496496	True
n506506	True
n509509	True
n513	False
Sphyraena_argentea	True
Coryphaena_equiselis	True
n519519	False
Trachurus_picturatus	True
Trachurus_trachurus	False
Gadiculus_argenteus	True
Micromesistius_poutassou	True
Trisopterus_esmarkii	True
n562	True
n638638	True
Pseudobalistes_flavimarginatus	False
Canthidermis_maculata	True
Rhinecanthus_lunula	True
Rhinecanthus_aculeatus	True
Rhinecanthus_assasi	True
Rhinecanthus_rectangulus	True
Rhinecanthus_verrucosus	True
n708708	False
n715715	False
Neolamprologus_leleupi	False
Neolamprologus_variostigma	False
n720	False
n721721	False
Haplotaxodon_microlepis	False
n723723	False
n725	False
Limnochromis_abeelei	False
Lucayablennius_zingaro	True
Stathmonotus_stahli	True
n832	True
Starksia_atlantica	True
Economidichthys_pygmaeus	False
Knipowitschia_milleri	False
n879	False
Pomatoschistus_microps	False
n927	False
Parablennius_tasmanianus	False
Notemigonus_crysoleucas	False
Squalius_carolitertii	False
n68	False
Phoxinellus_dalmaticus	False
n74	False
Telestes_fontinalis	False
n78	False
Gila_cypha	False
Gila_nigra	False
Gila_purpurea	False
Ptychocheilus_umpquae	False
Siphateles_bicolor	False
n193	False
n196	False
Rasbora_hobelmani	False
n198198	False
Puntius_bimaculatus	False
n214	False
Dawkinsia_arulius	False
Hampala_macrolepidota	False
n217217	False
Dawkinsia_tambraparniei	False
Sewellia_lineolata	False
Vanmanenia_caldwelli	False
n332	False
n351	False
n352	False
n355	False
n358	False
Carinotetraodon_irrubesco	False
n364	True
n378378	True
Aporops_bilinearis	True
Liopropoma_lunulatum	True
n423	True
n468468	True
Arripis_trutta	False
n471	True
n484484	True
Acanthurus_nigricans	True
Acanthurus_blochii	True
Acanthurus_xanthopterus	True
Acanthurus_chirurgus	True
n495495	True
Acanthurus_olivaceus	True
Acanthurus_tennentii	True
n507	True
n507507	True
n510	False
Parapristipoma_octolineatum	True
n513513	False
n514514	False
Diplodus_sargus_cadenati	False
Lithognathus_mormyrus	False
Trisopterus_luscus	False
Trisopterus_minutus	True
n639	True
Sufflamen_chrysopterum	True
n709	False
n711711	False
n716	False
Trematocara_macrostoma	False
n720720	False
Trematocara_unimaculatum	False
n722	False
Plecodus_paradoxus	False
Haplotaxodon_trifasciatus	False
Perissodus_microlepis	False
Cyphotilapia_frontosa	False
n725725	False
n832832	True
Starksia_fasciata	True
Pomatoschistus_lozanoi	False
Pomatoschistus_minutus	False
Parablennius_cornutus	True
Parablennius_intermedius	False
n6868	False
n6969	False
Phoxinellus_alepidotus	False
Telestes_croaticus	False
n7878	False
Siphateles_boraxobius	False
Boraras_brigittae	False
n193193	False
Rasbora_cephalotaenia	False
n196196	False
n199	False
Rasbora_steineri	False
Puntius_titteya	False
Puntius_vittatus	False
Dawkinsia_filamentosa	False
Puntius_chalakkudiensis	False
n332332	False
n350350	False
Dicentrarchus_labrax	False
Dicentrarchus_punctatus	False
n352352	False
n354	False
Etheostoma_rufilineatum	False
n355355	False
n358358	False
Trinectes_maculatus	False
n364364	True
n376376	True
n379	True
Melamphaes_suborbitalis	True
n423423	True
n425425	False
Diodon_holocanthus	True
n469	True
Diodon_hystrix	True
Diodon_liturosus	True
n485	True
n488	True
Acanthurus_coeruleus	True
Ctenochaetus_striatus	True
Acreichthys_tomentosus	True
Rudarius_ercodes	True
Chaetodon_semilarvatus	True
n508	True
Gerres_cinereus	False
n510510	False
n514	False
Kuhlia_marginata	False
n515	False
n517517	True
n639639	True
Balistes_vetula	True
n709709	False
n711	False
n712	False
n712712	False
n716716	False
Telmatochromis_temporalis	False
Benthochromis_horii	False
n721	False
n722722	False
Plecodus_straeleni	False
n726	False
n727727	False
n833	True
Starksia_nanodes	True
n69	False
Pelecus_cultratus	False
n70	False
Scardinius_erythrophthalmus	False
n79	False
Gila_pulchra	False
n194	False
Boraras_merah	False
Rasbora_kalochroma	False
Rasbora_kottelati	False
Rasbora_paviana	False
Rasbora_rubrodorsalis	False
n333	False
n348348	False
Coreoperca_kawamebari	False
Morone_saxatilis	False
n353	False
Monopterus_albus	False
Howella_brodiei	True
n354354	False
Gymnocephalus_cernua	False
Perca_fluviatilis	False
Bostockia_porosa	False
Gadopsis_marmoratus	False
n365	True
n376	True
n377	True
Pterycombus_brama	True
n379379	True
n420420	True
n424	True
n424424	True
n426	False
n438	False
Pagellus_bellottii	True
n469469	True
n485485	True
Acanthurus_nigricauda	True
Acanthurus_guttatus	True
n488488	True
n508508	True
n509	True
Odax_pullus	True
n511	False
Aplodactylus_punctatus	True
Kuhlia_munda	False
Kuhlia_caudavittata	False
n515515	False
Kuhlia_mugil	False
n518	True
n640	True
Odonus_niger	True
n710	False
Lamprologus_lemairii	False
Lepidiolamprologus_kendalli	False
Lepidiolamprologus_mimicus	False
Chalinochromis_brichardi	False
Neolamprologus_brichardi	False
n713	False
Julidochromis_marlieri	False
Neolamprologus_sexfasciatus	False
Neolamprologus_tetracanthus	False
Benthochromis_melanoides	False
Benthochromis_tricoti	False
Plecodus_multidentatus	False
Xenochromis_hecqui	False
n726726	False
Paracyprichromis_brieni	False
n728	False
Cyprichromis_microlepidotus	False
Paraclinus_marmoratus	True
Starksia_lepicoelia	True
Alburnus_alburnus	False
Squalius_pyrenaicus	False
n7070	False
n73	False
n7979	False
Gila_ditaenia	False
n194194	False
n195	False
n333333	False
Enneacanthus_obesus	False
Elassoma_alabamae	False
n349	False
Channa_striata	False
n353353	False
Parambassis_ranga	False
Parambassis_wolffii	False
Acanthocybium_solandri	True
n365365	True
Brama_brama	True
Taractichthys_longipinnis	True
Cubiceps_gracilis	True
n377377	True
n380	True
n418418	True
Ammodytes_tobianus	True
Hyperoplus_lanceolatus	True
Allomycterus_pilatus	True
Diodon_nicthemerus	True
Chilomycterus_antennatus	True
n425	True
n426426	False
n432432	False
n438438	False
Scorpaenodes_guamensis	False
Pagellus_erythrinus	False
n470	True
n486	True
Acanthurus_auranticavus	True
n489	True
Zebrasoma_desjardinii	True
Microcanthus_strigatus	True
Trixiphichthys_weberi	True
Nemadactylus_macropterus	True
Nemadactylus_monodactylus	True
Scatophagus_argus	False
Selenotoca_multifasciata	False
n516	False
n516516	True
Kuhlia_nutabunda	True
Kuhlia_petiti	True
n640640	True
n647	True
n710710	False
Lamprologus_ocellatus	False
n713713	False
Lepidiolamprologus_attenuatus	False
n727	False
Cyprichromis_pavo	False
Cyprichromis_leptosoma	False
Paracyprichromis_nigripinnis	False
n71	False
Pelasgus_prespensis	False
Telestes_metohiensis	False
Telestes_souffia	False
n80	False
Gila_elegans	False
Boraras_maculatus	False
Boraras_urophthalmoides	False
n195195	False
Trigonopoma_pauciperforatum	False
n334	False
Ambloplites_constellatus	False
n349349	False
Elassoma_evergladei	False
Indostomus_paradoxus	False
Mastacembelus_erythrotaenia	False
n366	True
n372372	True
n378	True
Ruvettus_pretiosus	True
n380380	True
n409409	True
n419	True
n419419	True
Chilomycterus_antillarum	True
Chilomycterus_schoepfii	True
n427	False
n432	False
n433	False
n435	False
n439	True
n464	False
Pagrus_auriga	True
Pagrus_pagrus	False
n486486	True
Zebrasoma_velifer	True
n489489	True
Zebrasoma_scopas	True
Kuhlia_sandvicensis	False
Kuhlia_xenura	False
n517	True
Zeugopterus_punctatus	True
n641	True
Pseudobalistes_naufragium	True
n647647	True
Sufflamen_bursa	True
Altolamprologus_calvus	False
Altolamprologus_compressiceps	False
n714	False
Lepidiolamprologus_profundicola	False
Cyprichromis_coloratus	False
Cyprichromis_zonatus	False
n7171	False
Delminichthys_ghetaldii	False
n8080	False
n85	False
Kottelatia_brittani	False
Trigonopoma_gracile	False
n334334	False
Ambloplites_cavifrons	False
n350	False
Elassoma_gilberti	False
n366366	True
n370	True
n373	True
n375	True
Gempylus_serpens	True
Paradiplospinus_antarcticus	True
n381	True
n409	True
n410	True
n417417	True
Benthosema_pterotum	True
Electrona_antarctica	True
n420	True
Stenobrachius_leucopsarus	True
n427427	False
Mugil_cephalus	False
Chelon_labrosus	False
Liza_aurata	False
Buglossidium_luteum	False
n433433	False
n435435	False
n437437	True
n439439	False
n444	True
n464464	False
Pseudocaranx_dentex	False
n487	True
Acanthurus_bariene	True
n490	True
Acanthurus_nigrofuscus	True
Scophthalmus_maximus	False
Scophthalmus_rhombus	True
n641641	True
Sufflamen_verres	True
n648	True
Balistoides_conspicillum	True
n714714	False
Lepidiolamprologus_elongatus	False
n72	False
Delminichthys_jadovensis	False
n81	False
Gila_eremica	False
n8585	False
Gila_nigrescens	False
n335	False
Ambloplites_rupestris	False
Elassoma_boehlkei	False
Elassoma_zonatum	False
n367	False
Scomber_scombrus	True
n370370	True
n371371	True
n373373	True
Thunnus_alalunga	True
n375375	True
Thunnus_orientalis	True
n381381	True
n406406	True
Notothenia_coriiceps	True
Notothenia_neglecta	True
n410410	True
Yarrella_blackfordi	True
Bonapartia_pedaliota	True
n418	True
Diaphus_metopoclampus	True
Diaphus_watasei	True
n428	False
Moolgarda_cunnesius	False
n434	True
n434434	False
n436	False
Solea_solea	False
Pegusa_cadenati	True
Pegusa_lascaris	False
n440	False
n441441	False
n444444	True
n463	True
n465	True
n465465	False
n487487	True
Acanthurus_leucosternon	True
Acanthurus_leucocheilus	True
n490490	True
n642	True
Balistapus_undulatus	True
n648648	True
Pseudobalistes_fuscus	True
n715	False
Julidochromis_ornatus	False
n7272	False
Delminichthys_krbavensis	False
Acrocheilus_alutaceus	False
n8181	False
Gila_atraria	False
Siphateles_alvordensis	False
n335335	False
Ambloplites_ariommus	False
n367367	False
Sarda_sarda	False
Gasterochisma_melampus	True
n371	True
n372	True
Scomberomorus_maculatus	True
n374	True
n374374	True
Thunnus_albacares	True
Thunnus_atlanticus	True
n382	True
Pleuragramma_antarctica	True
n407	True
n408	True
n411	True
n416416	True
Polyipnus_asteroides	True
Polyipnus_stereope	True
n428428	False
Menticirrhus_americanus	False
Limanda_limanda	True
Xystreurys_liolepis	True
Paralichthys_dentatus	True
Paralichthys_olivaceus	False
n436436	False
n437	False
n440440	True
Scorpaena_porcus	False
n442	False
Scorpaena_onaria	True
n445	True
n449	True
n463463	True
Sebastolobus_altivelis	True
Callionymus_maculatus	True
Callionymus_reticulatus	False
n466	True
n466466	False
Acanthurus_achilles	True
Acanthurus_japonicus	True
n491	True
Acanthurus_thompsoni	True
n642642	True
n645	True
n649	True
Sufflamen_albicaudatum	True
Julidochromis_dickfeldi	False
Telmatochromis_dhonti	False
Delminichthys_adspersus	False
Phoxinellus_pseudalepidotus	False
n82	False
Gila_robusta	False
n336	False
n347	False
n368	True
n369369	False
Scomberomorus_cavalla	True
Scomberomorus_commerson	True
Scomberomorus_brasiliensis	True
Scomberomorus_regalis	True
Euthynnus_alletteratus	False
Thunnus_thynnus	True
Katsuwonus_pelamis	True
Thunnus_obesus	True
n382382	True
n401	True
n407407	True
Lepidonotothen_squamifrons	True
n408408	True
Patagonotothen_tessellata	True
n411411	True
Pollichthys_mauli	True
n417	True
Sigmops_bathyphilus	True
n429	False
n431	False
Dicologlossa_cuneata	False
Synapturichthys_kleinii	False
Solea_aegyptiaca	False
Solea_senegalensis	True
Bovichtus_variegatus	True
n441	True
n442442	False
Scorpaena_maderensis	False
n445445	True
Sebastes_ciliatus	True
n449449	True
n456456	True
Pontinus_kuhlii	True
Pontinus_longispinis	True
Liparis_fabricii	True
Liparis_montagui	True
n467	True
Serranus_scriba	False
n491491	True
Zebrasoma_flavescens	True
n643	True
Aluterus_scriptus	True
n645645	True
n646646	True
Balistes_punctatus	True
Melichthys_niger	True
n8282	False
Gila_minacae	False
n336336	False
n346346	False
n347347	False
Enneacanthus_gloriosus	False
Aphanopus_carbo	True
n368368	False
Scomber_colias	False
Scomber_japonicus	True
n383	True
n393393	True
n401401	True
n406	True
Gobionotothen_acuta	True
Gobionotothen_gibberifrons	True
Patagonotothen_guntheri	True
Patagonotothen_ramsayi	True
n412	True
n416	True
Bathophilus_pawneei	True
Bathophilus_vaillanti	True
n429429	False
n430430	False
Pseudotolithus_senegalensis	False
n431431	False
Cottoperca_gobio	True
Eleginops_maclovinus	False
n443	True
Scorpaenopsis_possi	True
n446	True
Sebastes_alutus	True
n450	True
Sebastes_entomelas	True
n457	True
n459	True
n467467	True
n468	True
Acanthurus_pyroferus	True
n492	True
n643643	True
Aluterus_monoceros	True
Cantherhines_pardalis	True
n646	True
Pseudomonacanthus_macrurus	True
Pseudomonacanthus_peroni	True
Gila_brevicauda	False
n83	False
n337	False
n343343	False
Archoplites_interruptus	False
Pomoxis_nigromaculatus	False
n348	False
Enneacanthus_chaetodon	False
n369	False
Trichiurus_lepturus	False
n383383	True
n390390	True
n394	True
Neopagetopsis_ionah	True
n402	True
n402402	True
Notothenia_angustata	True
Paranotothenia_magellanica	True
n412412	True
Idiacanthus_antrostomus	True
Astronesthes_macropogon	True
Stomias_atriventer	True
Argyrosomus_regius	False
n430	False
Cynoscion_regalis	False
Umbrina_canariensis	True
Pseudotolithus_senegallus	False
Pseudotolithus_typus	False
n443443	True
Scorpaenopsis_macrochir	False
n446446	True
Sebastes_viviparus	True
n450450	True
n455	True
n457457	True
Sebastes_elongatus	True
n459459	True
Sebastes_constellatus	True
Serranus_accraensis	True
Serranus_cabrilla	True
Serranus_atricauda	True
Serranus_hepatus	True
Ctenochaetus_binotatus	True
n492492	True
n644	True
n644644	True
Cantherhines_pullus	True
Melichthys_vidua	True
n8383	False
Gila_pandora	False
n337337	False
Micropterus_treculii	False
n344	False
Micropterus_salmoides	False
Centrarchus_macropterus	False
Pomoxis_annularis	False
Lepidopus_caudatus	True
Lepidotrigla_cavillone	False
n384	True
n387387	True
n391	True
Harpagifer_antarcticus	True
n394394	True
n400400	True
Dissostichus_eleginoides	True
Dissostichus_mawsoni	True
n403	True
Trematomus_loennbergii	True
n413	True
Stomias_gracilis	True
Atractoscion_aequidens	False
Pseudotolithus_elongatus	False
Caracanthus_unipinna	True
Scorpaenopsis_diabolus	True
n447	False
Helicolenus_dactylopterus	True
n451	True
Sebastes_flavidus	True
n455455	True
Sebastes_mystinus	True
n458	True
Sebastes_chlorostictus	True
n460	True
Sebastes_rubrivinctus	True
Ctenochaetus_strigosus	True
Ctenochaetus_truncatus	True
Aluterus_heudelotii	True
Aluterus_schoepfii	True
Meuschenia_trachylepis	True
Thamnaconus_modestus	False
n84	False
n8484	False
n338	False
Lepomis_marginatus	False
n344344	False
Micropterus_coosae	False
n384384	True
Vomeridens_infuscipinnis	True
n388	True
Histiodraco_velifer	True
n391391	True
n393	True
n395	True
n398	True
Champsocephalus_esox	True
Champsocephalus_gunnari	True
n403403	True
Trematomus_tokarevi	True
n413413	True
n415415	True
n447447	False
Chelidonichthys_kumu	False
n451451	True
n454	True
n456	True
Sebastes_paucispinis	True
n458458	True
Sebastes_diploproa	True
n460460	True
Sebastes_umbrosus	True
Gila_conspersa	False
Ptychocheilus_grandis	False
Gila_modesta	False
Gila_orcuttii	False
n338338	False
n342	False
n345	False
Micropterus_notius	False
n385	True
Prionodraco_evansii	True
n388388	True
Dolloidraco_longedorsalis	True
n392	True
Gerlachea_australis	True
Gymnodraco_acuticeps	True
Psilodraco_breviceps	True
n395395	True
n397	True
n398398	True
Dacodraco_hunteri	True
n404	True
n405	True
n414	True
n415	True
Chauliodus_macouni	True
Chauliodus_sloani	True
n448	False
n448448	False
n452	True
Sebastes_miniatus	True
n454454	True
Sebastes_pinniger	True
Sebastes_melanops	True
Sebastes_serranoides	True
Sebastes_aurora	True
Sebastes_melanostomus	True
n461	True
Sebastes_hopkinsi	True
n339	False
n341341	False
Lepomis_auritus	False
n342342	False
n345345	False
Micropterus_punctulatus	False
n385385	True
Racovitzia_glacialis	True
n389	True
n390	True
Cygnodraco_mawsoni	True
n392392	True
n396	True
Chionobathyscus_dewitti	True
Pagetopsis_macropterus	True
n397397	True
n399	True
Chionodraco_hamatus	True
Pagothenia_borchgrevinki	True
n404404	True
n405405	True
Trematomus_newnesi	True
n414414	True
Pachystomias_microdon	True
Eustomias_acinosus	True
Eustomias_filifer	True
Chelidonichthys_cuculus	False
Eutrigla_gurnardus	False
Chelidonichthys_lucerna	False
Chelidonichthys_obscurus	True
n452452	True
Sebastes_nebulosus	True
Sebastes_maliger	True
Sebastes_ruberrimus	True
n461461	True
Sebastes_proriger	True
n339339	False
n340	False
Lepomis_macrochirus	False
Lepomis_megalotis	False
n343	False
Lepomis_humilis	False
n346	False
Micropterus_floridanus	False
n386	True
n386386	True
n389389	True
Pogonophryne_scotti	True
Artedidraco_orianae	True
Artedidraco_skottsbergi	True
Parachaenichthys_charcoti	True
Parachaenichthys_georgianus	True
n396396	True
Channichthys_rhinoceratus	True
Pagetopsis_maculatus	True
Pseudochaenichthys_georgianus	True
n399399	True
Chionodraco_myersi	True
Trematomus_bernacchii	True
Trematomus_hansoni	True
Trematomus_eulepidotus	True
Trematomus_pennellii	True
Aristostomias_scintillans	True
Aristostomias_tittmanni	True
n453	True
Sebastes_carnatus	True
n462	True
Sebastes_semicinctus	True
Acantharchus_pomotis	False
Lepomis_gulosus	False
Lepomis_gibbosus	False
n340340	False
Lepomis_cyanellus	False
Lepomis_symmetricus	False
Micropterus_cataractae	False
Micropterus_dolomieu	False
Akarotaxis_nudiceps	True
Bathydraco_scotiae	True
n387	True
Bathydraco_marri	True
Artedidraco_lonnbergi	True
Artedidraco_shackletoni	True
Chaenocephalus_aceratus	True
Cryodraco_atkinsoni	True
n400	True
Cryodraco_antarcticus	True
n453453	True
Sebastes_caurinus	True
n462462	True
Sebastes_nigrocinctus	True
n341	False
Lepomis_miniatus	False
Bathydraco_antarcticus	True
Bathydraco_macrolepis	True
Chaenodraco_wilsoni	True
Chionodraco_rastrospinosus	True
Sebastes_auriculatus	True
Sebastes_chrysomelas	True
Sebastes_brevispinis	True
Sebastes_ovalis	True
Lepomis_microlophus	False
Lepomis_punctatus	False
